Restaurant,City,State,currentmonths,extramonths,asianproportion,blackproportion,hispanicproportion,whiteproportion,breakfast,lunch,dinner,latenight,busy,averagetotalbill,pcttip,bigtips,comparative_tips,flair,intro,selling,squatt,touch,jokes,repeat,customer_me,draw,smile,thanks,weather,compliment,happy,yearsexperience,effect_sz,Men,Women,Teenagers,Young_Adults,Middle_Aged_Adults,Elderly_Adults,Cash_Customers,Charge_Customers,Smokers,Regulars,First_Timers,Asians,Blacks,Hispanics,Whites,Foreigners,Couples,onetops,kids,Business_People,Extraverted_enthusiastic,Critical_quarrelsome,Dependable_selfdisciplined,Anxious_easily_upset,Open_to_new_experiences_complex,Reserved_quiet,Sympathetic_warm,Disorganized_careless,Calm_emotiolly_stable,Conventiol_uncreative,birth_yr,sex,hair,hair_other,married,race,race_other
Bushwakker,Regi,!US,3,0,1,1,1,97,No,No,Yes,1,1,60,12,15,3,3,2,3,1,1,3,4,2,1,3,4,2,3,4,7,3,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,1,3,3,1,3,5,4,4,5,7,5,7,3,5,2,1977,Male,,dyed black,0,4,NA
Pool and Yacht Club,Lilydale,MN,54,54,0,1,0,99,No,Yes,Yes,0,2,50,20,10,3,1,2,3,1,2,3,4,4,1,4,1,2,3,7,5,3,3,2,99,99,3,2,3,2,3,3,2,99,99,99,2,99,99,2,1,3,6,2,6,1,7,3,5,4,7,4,1980,Male,2,NA,0,4,NA
Cafe on the Green,Houston,TX,8,16,5,10,10,75,Yes,Yes,No,0,3,15,15,20,2,1,3,3,1,2,2,2,3,1,2,1,2,3,5,12,3,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,4,4,6,6,6,7,6,2,2,6,1968,Female,,black,1,1,NA
Kings Arms Hotel,Lockerbie,!US,78,78,0,1,0,99,Yes,Yes,Yes,1,2,20,5,1,4,4,4,4,4,3,3,4,2,1,2,1,2,3,6,15,3,2,1,1,2,3,3,2,1,2,2,3,99,99,99,99,3,2,1,1,2,5,5,3,4,5,5,5,5,5,3,1974,Female,1,NA,1,4,NA
NY Pizza Depot,Ann Arbor,MI,22,3,10,5,5,80,No,No,Yes,1,2,10,10,10,6,1,2,3,1,1,3,2,1,1,4,1,2,2,5,2,3,2,3,1,1,3,2,2,1,99,2,3,1,1,2,2,3,3,2,2,2,5,4,7,1,7,5,6,3,7,1,1982,Female,2,NA,0,4,NA
Nu reastaurant,Vancouver,!US,8,4,40,,,60,No,No,Yes,0,3,50,15,10,3,1,1,2,1,1,2,3,1,1,1,1,2,3,4,5,2,2,1,99,2,2,1,3,2,3,3,2,1,99,99,2,1,2,2,1,3,5,6,6,2,5,1,3,3,3,3,1974,Male,1,NA,0,4,NA
Koi,NY,NY,19,6,15,10,5,70,No,No,Yes,0,1,100,18,40,2,3,1,4,1,2,3,3,3,1,4,1,1,4,5,4,2,2,2,1,2,2,1,3,2,3,3,2,1,1,1,2,1,3,3,2,3,7,2,7,1,7,1,7,5,6,2,1980,Male,2,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
NA,Indiapolis,IN,16,6,0,5,1,94,Yes,No,Yes,0,3,15,15,20,4,1,2,2,2,1,2,2,2,2,3,4,1,3,5,10,3,2,1,1,3,2,1,2,3,3,3,1,1,1,1,2,1,2,2,2,1,3,5,7,5,3,5,5,1,4,5,1979,Male,2,NA,0,4,NA
Cheesecake Factory,Orlando,FL,24,12,5,20,10,65,No,Yes,Yes,0,2,20,20,70,4,1,4,2,1,2,4,4,3,1,2,1,1,2,5,5,4,3,2,1,1,3,1,2,2,99,3,2,1,1,1,3,1,3,3,2,3,2,6,6,5,3,5,3,1,4,2,1982,Male,2,NA,0,4,NA
West End,!US,!US,60,12,30,0,0,70,No,No,Yes,0,1,100,20,100,4,1,1,1,1,1,1,1,1,1,1,1,1,2,7,20,1,2,2,99,2,2,2,2,2,2,2,2,2,99,99,1,1,2,2,2,2,7,1,7,1,7,1,7,1,7,2,1965,Male,2,NA,1,4,NA
West End,!US,!US,60,12,30,0,0,70,No,No,Yes,0,1,100,20,100,4,1,1,1,1,1,1,1,1,1,1,1,1,2,7,20,1,2,2,99,2,2,2,2,2,2,2,2,2,99,99,1,1,2,2,2,2,7,1,7,1,7,1,7,1,7,2,1965,Male,2,NA,1,4,NA
McFarlains,Branson,MO,240,24,5,5,5,90,Yes,Yes,Yes,0,1,15,12,60,4,4,4,4,1,2,2,3,2,2,2,2,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
cedar creek,cedar city,UT,48,48,10,5,10,75,Yes,Yes,No,0,2,8.75,15,50,2,1,3,,1,2,4,4,4,3,4,3,3,4,6,19,3,1,2,1,2,2,1,99,2,2,3,2,99,99,1,2,1,3,2,1,3,7,1,7,1,7,1,7,1,7,1,1969,Male,1,NA,1,4,NA
Lynnhaven Pier Cafe,VA Beach,VA,3,0,10,10,10,70,No,Yes,Yes,0,3,15,20,40,4,1,3,2,1,1,3,1,1,1,2,1,1,2,5,1,4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,3,2,3,5,1,5,5,6,5,6,5,5,4,1988,Female,,Black,0,1,NA
Sliders Seaside Grill,Ferndi Bch,FL,25,100,0.5,1,1,97,No,Yes,Yes,0,3,15,14,1,2,1,2,4,1,1,3,4,2,1,3,1,4,3,4,20,5,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,3,2,1,2,3,4,6,4,6,5,5,5,5,2,1964,Male,2,NA,1,4,NA
Red Lobster,Windsor,!US,84,6,10,20,5,65,No,No,Yes,0,2,75,15,25,3,4,4,3,2,2,3,3,2,1,2,1,1,4,5,7,3,2,1,1,2,3,1,2,2,3,3,2,1,2,2,2,1,3,2,1,1,6,1,6,1,6,2,5,1,7,4,1980,Female,1,NA,0,4,NA
Tara Inn,Port Jefferson Station,NY,36,0,0,2,5,93,No,No,Yes,1,2,10,10,15,3,1,2,2,1,1,1,1,3,1,3,1,1,2,6,5,5,3,1,1,3,2,1,99,99,99,3,2,99,99,1,2,1,2,2,99,3,2,2,7,2,5,5,4,2,5,2,1962,Female,2,NA,1,4,NA
Cracker Barrel Old Country Store,Jacksonville,FL,84,60,5,20,5,70,No,Yes,Yes,0,2,8.67,18,65,1,1,4,4,4,3,4,4,3,2,4,4,2,2,7,12,4,3,2,1,1,3,2,2,2,3,2,3,1,3,2,2,1,2,3,3,2,7,2,6,1,6,1,6,1,7,1,1970,Male,3,NA,0,4,NA
Oceanhouse,Carlsbad,CA,72,12,5,10,20,65,No,Yes,Yes,0,3,15,18,15,3,1,3,2,2,2,2,2,2,1,2,1,1,1,6,16,4,2,2,1,3,2,1,99,99,99,3,99,2,1,2,2,1,3,99,1,2,6,1,7,1,6,3,7,1,7,2,1972,Male,1,NA,0,4,NA
Grillroom at Mahogany Run Golf Course,St Thomas,!US,12,20,5,40,15,40,No,Yes,Yes,0,3,20,18,75,4,1,2,3,2,3,3,3,3,1,3,1,2,2,5,10,3,3,1,1,2,3,2,2,2,99,3,2,1,2,1,2,1,3,3,2,2,5,5,6,5,5,4,6,2,5,2,1972,Male,2,NA,0,4,NA
Fred's Place,Valleyview,!US,8,0,1,0.05,0,98,No,Yes,Yes,1,3,10,15,10,5,2,3,2,1,2,2,4,3,2,4,2,1,3,6,1,3,2,1,1,1,2,1,3,2,2,3,2,99,99,99,2,3,2,2,2,2,7,1,6,2,7,5,,1,6,1,1983,Male,3,NA,0,,Cadian
Chubby Sports Grill,Columbus,OH,6,6,10,20,5,65,No,No,Yes,1,3,15,20,80,4,1,4,4,3,2,3,2,3,1,3,1,2,3,3,9,4,3,2,1,3,2,1,3,2,2,3,2,3,2,99,2,1,2,2,1,3,7,1,5,3,7,1,7,6,6,2,1979,Male,1,NA,0,4,NA
caroli coffee shop,chapel hill,NC,28,0,10,20,,70,Yes,Yes,No,0,2,10,10,5,4,3,4,3,1,1,2,3,1,1,2,1,1,1,5,10,2,2,2,1,2,2,1,2,2,3,3,2,2,2,99,2,1,3,2,1,2,5,3,4,4,6,6,6,5,4,1,1955,Male,1,NA,1,4,NA
Eggspectation,Silver Spring,MD,18,24,5,35,5,55,Yes,Yes,Yes,0,3,14,18,65,3,1,4,3,3,3,2,2,2,1,3,1,2,4,6,10,3,2,2,1,2,2,1,2,2,99,3,3,2,1,1,2,1,2,2,2,1,6,3,5,1,6,3,7,1,6,2,1978,Male,2,NA,0,4,NA
NA,NA,NA,12,6,1,1,1,97,No,No,Yes,0,3,50,15,50,3,1,4,2,1,2,2,2,1,2,3,3,1,3,4,3,3,2,2,1,1,2,1,2,2,99,2,2,1,1,1,2,1,3,1,2,3,6,2,7,2,7,1,6,1,7,1,1977,Male,2,NA,0,4,NA
Applebees,Okemos,MI,27,0,5,5,5,85,No,Yes,Yes,0,3,14,15,20,2,1,3,3,1,1,2,3,1,2,4,4,2,3,5,5,2,3,2,1,3,1,1,3,1,2,2,99,2,3,99,2,1,2,3,1,2,3,2,7,5,6,6,7,2,5,5,1984,Male,2,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
ihop,tempe,AZ,60,60,35,15,20,30,No,No,No,1,2,8,25,80,3,4,1,,3,3,3,4,3,1,4,4,2,2,5,3,5,2,2,1,3,3,2,2,2,2,3,3,2,2,2,2,1,3,3,2,3,7,5,6,4,6,1,5,2,4,1,1979,Female,2,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Ned Kelly's Steakhouse,Bloomington,ID,36,9,1,10,4,85,No,Yes,Yes,0,2,30,15,30,4,1,2,2,3,1,1,2,2,1,3,2,2,2,4,5,3,3,2,1,2,3,2,2,3,3,3,2,1,1,2,2,1,2,1,2,2,5,5,7,1,6,2,6,1,7,3,1977,Male,1,NA,0,4,NA
Sagebrush Canti,Calabasas,CA,5,,5,5,25,60,No,Yes,Yes,0,3,25,20,30,3,1,4,3,3,1,3,3,2,1,3,4,2,3,2,1,2,3,1,1,2,2,1,2,3,99,3,2,1,1,1,2,1,3,2,1,3,7,1,3,,6,4,7,4,6,3,1976,Female,2,NA,0,4,NA
not telling,Beverly Hills,CA,6,12,,,,,Yes,Yes,No,0,3,40,18,25,4,1,1,4,1,1,2,2,3,1,3,1,1,3,4,8,5,3,2,1,2,3,3,2,3,2,3,2,2,2,2,3,1,2,3,2,3,6,1,7,1,6,7,7,1,7,1,1975,Male,3,NA,0,4,NA
roy's restaurant,Philadelphia,PA,15,20,10,9,1,80,No,No,Yes,0,2,50,20,90,3,1,1,4,1,1,3,4,4,1,3,1,1,4,2,8,3,2,2,1,1,2,1,2,2,2,3,2,1,1,1,2,1,1,1,1,2,3,3,5,3,5,6,7,1,7,1,1973,Male,2,NA,0,4,NA
Beanology,overland park,KS,6,1,4,4,2,90,Yes,Yes,No,0,1,5,10,20,2,4,4,4,1,1,3,4,3,1,2,2,3,3,4,1,4,3,2,1,1,2,1,2,2,3,3,1,1,2,2,2,1,2,3,1,3,7,3,6,3,5,3,4,1,4,3,1980,Male,1,NA,0,4,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheeburger Cheeburger,Chandler,AZ,3,12,5,10,25,60,No,Yes,Yes,0,2,8,10,10,2,2,2,3,1,1,3,3,2,3,3,4,1,2,6,3,3,2,2,2,1,2,1,1,2,99,3,2,1,2,1,2,99,2,1,1,2,6,2,6,5,7,2,6,2,3,2,1987,Male,1,NA,0,4,NA
Spring Mill Inn Dining Room,Mitchell,IN,24,0,1,1,2,96,No,No,Yes,0,3,20,15,25,5,1,1,1,1,1,1,4,1,1,4,3,2,1,4,2,3,2,2,1,1,2,1,2,2,99,1,2,2,2,2,2,2,2,2,2,2,4,2,5,6,5,7,6,2,6,2,1984,Female,2,NA,0,4,NA
Outback,Blowing Rock,NC,3,24,5,10,10,75,No,No,Yes,1,2,20,18,65,2,4,4,4,4,2,4,3,3,3,4,4,3,3,6,3,4,3,1,2,2,2,1,3,2,2,3,2,99,1,2,3,1,3,2,1,2,6,1,5,1,6,5,7,2,6,1,1984,Male,2,NA,0,4,NA
Applebee's,Tulsa,OK,13,0,1,20,5,74,No,Yes,Yes,1,4,12,13,20,4,4,4,4,1,1,2,1,1,2,2,2,1,3,1,3,3,3,2,1,2,3,1,3,2,2,3,99,2,1,2,3,99,2,3,1,2,7,2,6,2,7,1,2,2,5,2,1984,Male,1,NA,0,4,NA
Pizza Hut,Lake Park,GA,14,0,0,40,30,30,No,Yes,Yes,1,3,20,3,1,1,2,4,4,4,1,2,4,3,2,4,4,3,3,5,10,2,2,2,1,1,2,1,2,3,2,3,1,1,1,1,3,1,1,2,1,3,7,1,7,1,7,1,7,1,7,1,1978,Male,1,NA,1,4,NA
Viva Fresh Pasta Bistro,Northampton,MA,72,0,5,5,5,85,No,No,Yes,0,3,25,19,80,2,1,2,2,1,2,2,2,2,1,3,1,1,2,5,7,4,3,2,1,3,1,1,3,1,3,3,2,2,1,2,2,1,2,3,2,2,7,1,7,1,7,1,6,1,7,3,1982,Male,2,NA,0,4,NA
High Mountain Club,"Franklin Lakes, NJ",NJ,3,0,0,0,0,100,Yes,Yes,No,0,4,20,15,20,4,2,4,1,1,1,1,3,3,1,4,1,2,3,5,1,2,3,2,1,1,2,3,3,1,99,2,3,99,99,99,2,99,99,3,1,3,3,2,7,6,6,6,3,5,3,3,1982,Male,1,NA,0,4,NA
American Tap Room,Reston,VA,6,0,5,5,5,85,Yes,Yes,Yes,1,3,15,18,20,3,1,2,2,1,1,1,2,1,1,1,1,1,2,4,1,4,2,2,1,3,3,2,3,2,99,2,2,2,1,2,2,1,2,2,1,2,4,4,7,5,6,5,7,1,6,3,1987,Female,1,NA,0,4,NA
Arnies Restaraunt and Baker,WY,MI,24,0,10,10,10,70,Yes,Yes,No,0,4,10,15,50,3,1,3,3,2,1,3,2,1,4,4,4,1,3,5,2,3,3,2,2,3,3,1,2,3,99,3,2,1,2,1,2,1,2,2,1,3,6,7,7,2,7,4,6,5,6,1,1987,Male,2,NA,0,4,NA
moxies,NA,NA,3,1,15,5,10,70,No,Yes,Yes,0,2,17,13,10,4,1,2,4,2,1,1,3,1,2,3,4,1,2,6,4,3,3,2,1,2,3,1,3,2,99,2,2,2,2,2,2,1,2,3,2,3,6,1,6,1,6,3,6,1,6,1,1985,Male,2,NA,0,4,NA
Bob Evans,Zanesville,OH,11,60,0.1,4,0.9,95,Yes,Yes,Yes,1,3,7,20,75,2,1,4,4,2,1,3,4,3,2,4,2,1,2,6,7,5,3,2,1,3,2,1,2,2,2,1,2,99,2,2,2,2,2,3,1,1,5,1,7,4,6,6,6,2,5,5,1980,Male,2,NA,1,4,NA
NA,NA,NA,2,1,10,1,0,89,No,Yes,No,0,2,8.5,10,25,4,2,1,3,1,1,1,4,2,2,4,4,2,3,6,1,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,99,99,3,99,4,3,7,2,5,5,5,1,7,4,1988,Male,1,NA,0,4,NA
JB's Big Boy,Santa Fe,NM,6,0,5,4,65,27,Yes,Yes,No,0,2,10,10,45,4,2,4,3,1,2,2,3,3,1,3,3,1,2,2,5,3,2,3,1,1,3,1,2,2,3,3,2,2,2,,,,,1,1,3,3,5,6,5,4,4,6,1,2,3,1955,Male,3,NA,1,4,NA
Tomatillos,Athens,OH,5,0,1,1,1,97,No,Yes,Yes,1,3,8,15,40,5,1,4,3,2,1,2,4,2,1,3,4,1,3,3,1,2,2,3,1,2,3,1,2,3,99,2,2,99,99,99,99,1,2,3,1,3,3,3,7,5,7,5,5,1,4,5,1983,Male,2,NA,0,4,NA
Prime Only Steak and Seafood,Raleigh,NC,12,24,10,30,,60,No,No,Yes,1,3,50,18,45,3,1,4,3,2,2,3,3,2,1,4,2,1,3,5,2,3,3,2,1,2,3,1,2,3,99,3,2,2,1,99,2,1,2,2,1,3,6,2,7,3,4,5,6,2,6,3,1986,Male,2,NA,0,4,NA
Ristorante Marsala,Rapid City,SD,4,0,0,2,5,90,No,No,Yes,0,3,40,18,15,2,1,4,4,1,1,2,3,1,1,2,1,1,2,2,1,4,3,1,1,1,2,1,2,2,99,2,2,2,2,2,2,1,3,3,2,3,3,2,6,6,6,6,3,6,4,1,1986,Male,1,NA,0,4,NA
Joe's Crab Shack,Henderson,NV,15,5,5,20,5,70,No,No,Yes,0,3,20,18,75,2,3,4,3,2,1,3,4,2,1,4,4,1,2,5,1,3,3,2,1,2,3,1,3,2,1,2,3,2,1,1,2,1,3,3,2,2,5,2,7,2,6,3,7,1,7,2,1983,Male,2,NA,0,4,NA
Copelands of New Orleans,Baton Rouge,LA,36,24,2,46,2,50,No,No,Yes,0,3,22,15,50,3,2,3,3,3,3,2,4,2,2,3,3,1,2,5,5,3,3,2,1,2,3,2,1,2,3,2,2,3,1,99,2,1,2,3,1,3,5,1,6,1,5,3,5,1,6,3,1984,Male,1,NA,0,4,NA
Sonnys BBQ,titusville,FL,66,12,5,25,10,60,No,No,Yes,0,2,10,20,50,3,2,3,3,2,2,3,3,2,4,4,4,2,2,7,8,4,2,2,1,1,2,1,2,2,3,3,2,2,1,2,2,1,2,3,1,2,7,5,7,2,6,1,6,3,4,2,1980,Male,2,NA,0,4,NA
pizza & pasta restaurant,greensborough,!US,5,0,25,5,0,70,No,Yes,Yes,1,2,20,1,1,1,4,4,3,2,1,2,3,2,1,2,1,2,3,2,1,2,3,1,1,1,3,2,3,1,99,1,2,99,99,99,99,99,1,2,3,1,6,1,6,2,5,1,6,2,6,4,1981,Female,2,NA,1,4,NA
Bar Ocho,Guajuato,!US,12,0,0,0,95,5,No,No,Yes,1,3,8,10,5,4,1,4,1,3,4,4,4,4,1,4,1,1,4,7,5,2,2,3,99,2,3,3,3,99,3,3,2,99,99,2,3,3,2,3,1,3,7,6,7,5,7,1,7,1,3,1,1973,Female,,"shave my head, so i have skin colored",1,4,NA
Brading Iron Cafe,Lakeside,CA,2,,20,10,35,30,Yes,Yes,Yes,1,3,15,13,30,6,1,4,4,1,1,2,3,2,1,4,1,1,2,6,4,4,2,3,1,3,2,1,2,3,99,3,2,1,1,1,3,1,3,2,2,3,2,2,6,3,7,6,5,3,7,1,1982,Female,2,NA,0,3,NA
Chow,San Francisco,CA,28,6,10,5,3,80,No,No,Yes,0,1,20,18,30,3,1,1,2,2,2,2,2,2,1,2,1,1,1,5,5,3,2,2,1,2,3,1,3,2,99,3,2,1,2,1,2,1,3,3,1,2,5,2,6,2,7,3,6,4,5,2,1967,Female,2,NA,0,4,NA
Dooley's Diner,Durant,OK,6,0,,15,10,75,Yes,No,Yes,0,2,7,20,40,4,2,4,3,2,3,3,3,3,2,3,3,2,2,2,,4,3,1,1,2,3,1,3,2,,3,3,,,,,,,,,,6,1,5,2,6,2,6,2,7,2,1961,Male,2,NA,0,4,NA
Brown's Catfish,Russellville,AR,36,0,0,2,5,93,No,No,Yes,0,1,13,10,15,4,2,3,2,2,1,1,4,2,2,3,4,1,2,4,4,3,3,2,1,1,1,1,2,2,3,3,2,2,2,2,2,1,3,2,1,3,4,1,7,2,5,5,4,1,6,5,1982,Male,2,NA,0,4,NA
Joe's Crab Shack,Corpus Christi,TX,7,12,5,5,80,10,No,Yes,No,0,2,35,10,12,2,3,4,4,2,2,3,4,2,2,4,4,2,4,7,3,3,2,3,1,2,3,1,2,3,3,3,3,1,3,1,2,3,3,2,3,3,7,1,7,1,7,1,7,1,7,1,1980,Male,3,NA,0,3,NA
Frankie's,Pecos,NM,12,0,1,1,60,38,No,Yes,Yes,0,2,20,12,10,2,2,4,2,1,1,2,4,3,2,4,4,2,2,6,20,3,2,3,1,1,2,1,2,3,2,3,2,1,2,1,2,1,3,3,2,3,5,1,7,1,6,4,7,1,7,1,1963,Male,,black,0,,tive American
Newport Creamery,North Kingstown,RI,24,0,1,15,10,74,Yes,Yes,Yes,1,3,20,25,85,2,3,4,3,1,,3,3,2,2,2,2,3,3,5,3,4,3,2,1,3,2,1,3,2,2,2,2,2,2,2,2,1,2,2,1,1,6,2,7,2,5,5,5,1,5,2,1985,Male,2,NA,0,4,NA
Cascade Lakes Brewery,Bend,OR,2,0,2,1,4,93,No,Yes,No,0,2,10,19,30,2,3,3,3,3,3,3,3,1,4,3,3,1,3,3,2,5,3,2,1,2,2,1,2,3,99,2,2,2,2,2,2,2,3,3,2,2,7,3,6,3,6,1,6,1,6,3,1983,Male,1,NA,0,4,NA
Danny`s Kosher Pickle Deli and Restauran,Covi,CA,240,240,2,3,15,80,Yes,No,No,0,1,15,20,90,2,2,2,4,2,3,4,2,4,2,4,2,2,2,7,47,5,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,7,,7,1,,1,7,1,6,1,1940,Male,3,NA,1,4,NA
olive garden,waterford,CT,9,100,10,10,10,70,No,Yes,Yes,0,1,,16,10,4,4,4,4,2,2,3,1,2,1,3,4,1,3,6,3,3,3,2,1,1,2,1,99,99,99,2,2,1,1,1,2,1,3,2,1,2,7,6,6,1,6,1,6,5,4,4,1968,Male,2,NA,1,4,NA
Red Lobster,Bloomington,ID,9,5,3,20,2,75,Yes,Yes,Yes,0,3,16,15,50,4,1,4,4,2,2,2,3,1,1,4,4,1,3,5,1,3,3,1,1,3,3,1,1,2,99,1,2,2,1,3,3,1,3,2,1,1,6,4,6,6,5,3,7,1,3,1,1982,Female,2,NA,0,4,NA
restaurant august,st. louis,MO,7,0,,,,99,No,No,Yes,0,3,45,20,75,2,1,4,2,1,1,1,4,2,1,2,1,1,2,6,7,4,3,2,1,2,3,1,2,3,99,3,3,1,2,1,2,1,3,2,2,3,5,2,7,5,7,3,5,1,5,1,1974,Male,2,NA,1,3,NA
Pizza Hut,Pisgah Forest,NC,37,0,5,15,10,70,No,Yes,Yes,1,3,6,18,50,2,2,3,4,4,1,2,4,2,2,4,4,3,4,5,5,5,3,3,1,2,2,1,1,3,99,2,3,1,2,1,2,1,3,3,1,2,7,2,6,5,7,2,7,2,5,1,1983,Male,2,NA,0,4,NA
Pizza Hut,Hastings,MI,3,0,,1,1,98,No,No,Yes,0,2,30,8,10,4,1,3,3,1,1,1,2,1,1,3,4,1,2,1,0,3,2,1,1,1,2,1,1,3,3,1,2,2,2,2,1,99,2,3,1,2,5,3,6,4,5,4,5,3,5,3,1978,Male,1,NA,1,4,NA
TGI Fridays,North Olmsted,OH,60,1,3,5,2,90,No,Yes,Yes,1,2,12,18,30,2,4,4,3,4,1,2,4,2,1,2,3,1,2,3,13,4,3,1,1,1,3,1,2,2,2,3,2,2,1,2,2,1,2,3,1,3,6,5,4,5,5,3,5,5,5,2,1966,Male,3,NA,0,4,NA
Alex's Bistro,Columbus,OH,9,0,20,20,0,60,No,Yes,Yes,0,3,40,17,20,4,1,1,2,1,1,2,2,3,1,2,1,2,3,5,1.5,4,,2,1,2,3,1,2,2,2,3,2,1,2,99,2,1,3,1,1,2,5,4,6,5,6,4,5,3,3,3,1982,Male,2,NA,0,4,NA
Macaroni Grill,Valencia,CA,13,24,15,10,15,60,No,Yes,Yes,0,3,15,15,30,4,2,4,3,1,1,2,4,2,4,4,4,1,3,5,2,3,3,2,1,3,3,2,2,2,99,3,2,2,1,1,2,1,3,3,2,3,6,1,7,3,6,5,6,1,6,2,1983,Male,2,NA,0,4,NA
Panos Charhouse,Brookfield,WI,10,12,1,3,1,95,No,No,Yes,0,3,35,20,75,2,1,4,4,2,3,3,4,4,1,2,4,2,4,7,7,3,3,2,1,1,3,1,2,3,3,3,2,1,2,2,2,1,3,3,2,3,7,1,6,2,7,2,6,1,6,1,1970,Male,1,NA,0,4,NA
Jacob's on the Plaza: DoubleTree Hotel,Tallahassee,FL,26,0,2,6,3,89,Yes,Yes,Yes,0,3,25,18,75,3,3,4,3,3,1,2,2,3,2,2,4,1,3,5,5,3,2,1,1,1,2,2,2,3,2,3,2,2,1,1,2,1,2,3,1,2,3,1,4,5,7,5,7,4,5,1,1980,Male,3,NA,0,4,NA
Delaney House,Holyoke,MA,35,1,3,3,6,88,No,No,Yes,0,2,30,20,25,2,2,4,2,1,1,1,1,2,1,3,1,1,4,7,3,4,3,3,3,2,2,1,2,3,99,2,2,99,99,99,99,1,3,3,2,3,6,5,7,3,5,2,6,5,5,2,1988,Female,2,NA,0,4,NA
Hollywood Cafe,Woodbury Heights,NJ,72,0,,20,,75,No,No,Yes,1,1,20,20,50,1,1,4,4,4,1,4,4,3,1,4,1,1,4,7,7,5,99,99,3,3,3,2,99,99,3,3,3,99,1,99,3,2,3,2,3,2,7,6,7,6,7,1,5,1,6,6,1982,Male,,"past 2 year browns, previously blonde",0,4,NA
Ruth's Chris Steakhouse,shville,TN,18,18,2,20,3,75,No,No,Yes,0,3,35,18,20,4,3,4,4,1,3,3,4,3,1,4,4,2,4,5,5,4,3,1,2,2,3,1,2,2,3,3,2,2,1,1,2,1,2,,1,3,6,5,7,5,7,2,7,5,3,1,1979,Male,2,NA,1,4,NA
Bo Roma,Calgary,!US,72,12,15,5,5,75,No,No,Yes,1,3,30,18,3,3,1,1,3,1,1,2,3,4,1,3,1,2,4,6,2,2,3,1,1,2,3,1,3,3,99,2,1,2,2,2,2,1,3,2,1,3,1,7,7,1,5,3,1,1,7,6,1985,Female,2,NA,0,4,NA
Longhorn Steakhouse,Independence,MO,36,0,1,6,3,90,No,Yes,Yes,0,3,20,12,30,4,2,4,4,3,2,2,4,2,2,3,3,2,3,3,4,4,3,1,1,3,3,1,2,2,3,3,2,2,1,1,2,1,3,3,2,3,7,5,6,1,7,2,4,5,6,1,1981,Male,2,NA,0,4,NA
LaSalle Grill,South Bend,!US,7,24,3,10,7,75,No,No,Yes,1,3,50,18,65,4,1,2,4,1,2,3,3,3,1,2,1,2,3,5,10,4,2,2,1,2,2,1,3,2,3,3,3,1,1,1,2,1,3,3,3,1,2,3,6,2,6,6,5,1,6,1,1972,Female,3,NA,0,4,NA
Hugo's,Richmond,VA,8,0,2,20,5,73,No,No,Yes,0,2,80,12,10,4,1,2,3,1,1,2,3,2,1,2,2,1,2,3,3,3,2,1,1,3,3,1,2,3,99,3,2,2,1,2,2,3,3,3,2,2,5,3,6,1,5,5,5,3,7,5,1971,Female,2,NA,1,4,NA
Lone Star Steak House,Littleton,CO,1,0,1,1,2,96,No,Yes,No,1,4,40,10,75,7,1,4,4,1,1,2,3,3,1,4,3,1,3,1,0.5,3,2,1,1,1,2,1,2,3,99,3,1,1,2,2,1,2,1,1,2,2,7,2,7,5,7,4,6,2,2,7,1983,Male,3,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Afton House Inn,Afton,MN,36,0,0.5,1,0.5,98,No,No,Yes,0,2,35,20,10,2,1,2,3,2,3,2,2,2,1,3,1,2,1,6,10,4,3,2,1,3,2,3,2,3,2,3,2,2,2,2,3,1,2,3,2,3,5,2,5,2,6,1,6,1,6,2,1971,Male,2,NA,0,4,NA
The Other Place,Mason City,IA,15,0,2,10,8,80,No,Yes,Yes,1,3,80,14,10,2,2,3,3,2,2,3,3,2,2,4,2,2,3,3,5,3,2,2,1,1,2,1,3,2,2,3,2,2,2,1,2,1,3,2,1,2,6,1,7,2,5,1,5,1,7,2,1974,Female,2,NA,0,4,NA
